,index,title,date,hazard,hazard_type,recall_class,audience,distribution,brand,company,product
3362,4192,Undeclared milk in certain Grant Chocolatier brand dark chocolate,2011-11-03,Milk,Allergen,Class 2,Retail,Quebec,Undeclared milk in certain Grant Chocolatier,Grant span lang='fr'>Chocolatier,Undeclared milk in certain grant chocolatier
3363,4193,"Undeclared milk, peanut and soy in certain Bumble Bar brand Organic Energy Bars",2011-11-02,"Milk, peanut , soy",Allergen,Class 2,Retail,"Manitoba, Nova Scotia, Ontario","Undeclared milk, peanut and soy in certain Bumble Bar",Corwin Distribution Limited,"Undeclared milk, peanut and soy in certain bumble bar"
3364,4197,Certain ground beef products may contain pieces of metal,2011-11-01,Metal,Extraneous Material,Class 2,Retail,Nova Scotia,,"Sobeys Inc.(Bedford, NS)",Pieces of metal
3365,4198,Undeclared milk in certain Heyez brand Chocolat belge noir ébène,2011-10-31,Milk,Allergen,Class 3,Retail,Quebec,Undeclared milk in certain Heyez,Chocolat Belge Heyez Père & Fils Inc.,Undeclared milk in certain heyez
3366,4199,Certain Jones brand Hot Air Popcorn may contain extraneous material,2011-10-31,Extraneous material,Extraneous Material,Class 3,Retail,Ontario,Certain Jones,To Be Determined - Manufactured By Jones Popcorn,Certain jones
3367,4200,Certain Sea World Fisheries Ltd. brand Live Manila Clam may contain Marine Biotoxin,2011-10-29,Marine Biotoxin,Marine Biotoxin,Class 2,Hotel/Restaurant/Institutional,"Alberta, British Columbia",Certain Sea World Fisheries Ltd.,Sea World Fisheries Ltd.,Certain sea world fisheries ltd.
3368,4201,Certain Clear Bay Fisheries brand Manila Clams may contain Marine Biotoxin,2011-10-29,Marine Biotoxin,Marine Biotoxin,Class 2,Warehouse,British Columbia,Certain Clear Bay Fisheries,Clear Bay Fisheries Inc.,Certain clear bay fisheries
3369,4202,Certain Minos brand Greek Liquid Honey is being recalled due to chemical residues,2011-10-27,Chemical residues,Chemical,Class 2,Retail,"Alberta, Ontario, Quebec",Certain Minos,Groupe Alimentaire Miron,Greek liquid honey is being
3370,4203,Certain Aquafuchsia brand products are being recalled due to a microbiological issue,2011-10-27,A microbiological issue,Microbiological,Class 3,Retail,"Ontario, Quebec",Certain Aquafuchsia,Les Aliments Aquafuchsia,Products are being
3371,4204,Certain Deep brand Methia Mango Pickle In Oil may contain pieces of glass,2011-10-27,Glass,Extraneous Material,Class 3,Retail,"Alberta, Manitoba, Ontario",Certain Deep,Deep Canada Inc.,Certain deep
3372,4206,Undeclared milk in certain Mccormick International Roast Gravy sauce mix,2011-10-26,Milk,Allergen,Class 1,Retail,Nationally,,McCormick Canada Co.,Mccormick international roast gravy sauce mix
3373,4208,"Certain vacuum-packaged, refrigerated, ready-to-eat fish products may contain dangerous bacteria",2011-10-25,Dangerous bacteria,Microbiological,Class 1,Retail,Nationally,,Mannarich Food Inc.,Dangerous bacteria
3374,4209,Certain Sensations by Compliments brand Smoked Atlantic Salmon may contain dangerous bacteria,2011-10-25,Dangerous bacteria,Microbiological,Class 1,Retail,Quebec,Certain Sensations by Compliments,Fumoir du Nord,Certain sensations by compliments
3375,4215,Undeclared sunflower seeds in Handi brand 100 Calories Multigrain Bagels,2011-10-21,Sunflower,Allergen,Class 2,Retail,"Ontario, Quebec",Undeclared sunflower seeds in Handi,Handi Foods Ltd.,Undeclared sunflower seeds in handi
3376,4214,Certain Camino brand 55% Dark Chocolate with Almond may contain pieces of glass,2011-10-21,Glass,Extraneous Material,Class 2,Retail,Nationally,Certain Camino,La Siembra Co-Operative,Certain camino
3377,4212,Certain Viande Richelieu brand Horse Meat is being recalled due to chemical residues,2011-10-21,Chemical residues,Chemical,Class 2,Retail,Quebec,Certain Viande Richelieu,Viande Richelieu Inc.,Horse meat is being
3378,4211,Undeclared milk in Grant Chocolatier brand Dark Chocolate,2011-10-21,Milk,Allergen,Class 2,Retail,Quebec,Undeclared milk in Grant Chocolatier,Grant span lang='fr'>Chocolatier,Undeclared milk in grant chocolatier
3379,4213,Certain No Name brand Potato and Bacon Perogies may contain extraneous material,2011-10-21,Extraneous material,Extraneous Material,Class 3,Retail,Nationally,Certain No Name,Loblaw Companies Limited,Certain no name
3380,4210,Certain Jones brand Popcorn may contain extraneous material,2011-10-21,Extraneous material,Extraneous Material,Class 3,Retail,Ontario,Certain Jones,To Be Determined - Manufactured By Jones Popcorn,Certain jones
3381,4216,Certain products are recalled due to chemical additives,2011-10-19,Chemical additives,Chemical,Class 3,Retail,Ontario,,ITFC Importers & Distributors,Products are
3382,4217,Certain Butterball brand turkeys are being recalled due to a microbiological issue,2011-10-18,A microbiological issue,Microbiological,Class 3,Retail,Ontario,Certain Butterball,Loblaw Companies Limited,Turkeys are being
3383,4219,Certain raw oysters harvested in British Columbia may contain paralytic shellfish toxin,2011-10-17,Marine Biotoxin,Marine Biotoxin,Class 1,Retail and Hotel/Restaurant/Institutional,"Alberta, British Columbia, Ontario",,"Albion Fisheries Ltd. (Vancouver), Pacific Rim Shellfish (2003) Corporation, Albion Fisheries Ltd. (Victoria), Pacific Northwest Shellfish Co.  Ltd., Sea World Fisheries Ltd., Taylor Shellfish Canada (Fanny Bay Oysters), Tri-Star Seafood Supply Ltd.",Paralytic shellfish toxin
3384,4221,Certain Grizzly brand Smoked Coho Salmon (Flakes) may contain Salmonella,2011-10-14,Salmonella,Microbiological,Class 2,Hotel/Restaurant/Institutional,Quebec,Certain Grizzly,Fumoir Grizzly Inc.,Certain grizzly
3385,4222,Certain President's Choice brand Milk Chocolate and Almond Caramel Clusters may contain pieces of glass,2011-10-14,Glass,Extraneous Material,Class 2,Retail,Nationally,Certain President's Choice,Loblaw Companies Limited,Certain president's choice
3386,4223,Hygaard Mini Sub Sandwiches may contain Listeria monocytogenes,2011-10-12,Listeria monocytogenes,Microbiological,Class 1,Retail,"Alberta, British Columbia, Manitoba, Nunavut, Ontario, Quebec, Saskatchewan, Yukon",,Hygaard Fine Foods Ltd.,Listeria monocytogenes
3387,4225,Undeclared milk and improperly declared peanuts and nuts in certain Erom Dr Hwang's Soy Drinks,2011-10-11,"Milk , improperly  peanuts , nuts",Allergen,Class 1,Retail,Ontario,,Raphaville International Ltd.,Erom dr hwang's soy drinks
3388,4224,"Undeclared milk, soy and wheat in certain Mr. Croquette brand products",2011-10-11,"Milk, soy , wheat",Allergen,Class 3,Retail,Ontario,"Undeclared milk, soy and wheat in certain Mr. Croquette",Mr. Croquette,"Undeclared milk, soy and wheat in certain mr. croquette"
3389,4226,"Undeclared crustaceans, fish and sesame in various Kimchi",2011-10-08,"Crustaceans, fish , sesame",Allergen,Class 1,Retail,"Alberta, British Columbia, Manitoba",,Global Trading Network Ltd,Various kimchi
3390,4227,"Undeclared fish, shrimp and sesame in certain Kimchi products",2011-10-08,"Fish, shrimp , sesame",Allergen,Class 1,Retail,"New Brunswick, Nova Scotia, Ontario",,PK Trading Inc.,Kimchi products
3391,4228,Undeclared milk in certain Dorgel brand Gelato,2011-10-07,Milk,Allergen,Class 3,Retail,Ontario,Undeclared milk in certain Dorgel,Dorgel Ltd.,Undeclared milk in certain dorgel
3392,4229,Undeclared sulphites in certain Maple Smell brand Dried Sweet Potato,2011-10-07,Sulphites,Allergen,Class 2,"Retail, Retail","Ontario, Ontario",Undeclared sulphites in certain Maple Smell,Summer Star Trading,Undeclared sulphites in certain maple smell
3393,4231,Undeclared milk in Primo brand Hearty Chicken Soup,2011-10-07,Milk,Allergen,Class 1,Retail,Nationally,Undeclared milk in Primo,Baxters Canada Inc.,Undeclared milk in primo
3394,4232,Undeclared wheat in Butcher's Choice brand Uncooked Breaded Pork Leg Inside Cutlet,2011-10-06,Wheat,Allergen,Class 3,Retail,Ontario,Undeclared wheat in Butcher's Choice,Loblaw Companies Limited,Undeclared wheat in butcher's choice
3395,4233,Certain Genuine Health Greens+ brand Hip To Be Healthy Squares are recalled due to a microbiological issue,2011-10-05,A microbiological issue,Microbiological,Class 3,Retail,Nationally,Certain Genuine Health Greens+,Genuine Health,Hip to be healthy squares are
3396,4234,Strubs Ready-To-Eat Danish Style Smoked Grav-Lox Atlantic Salmon may contain Salmonella bacteria,2011-10-05,Salmonella,Microbiological,Class 2,Retail,Ontario,,Foodfest International 2000 Inc.,Salmonella bacteria
3397,4240,Undeclared milk in certain Mrs. Freshley’s Multipack Cereal Bars,2011-10-04,Milk,Allergen,Class 1,Retail,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Nova Scotia, Ontario, Prince Edward Island, Saskatchewan",,"The Bargain Shop, Natural Stuff Toronto, D & N Distributors Inc.",Mrs. freshley’s multipack cereal bars
3398,4241,Gagan brand Coriander Powder may contain Salmonella bacteria,2011-10-04,Salmonella,Microbiological,Class 1,Consumer,"Alberta, British Columbia, Manitoba",Gagan,Gagan Foods International Limited,Gagan
3399,4238,Certain Gagan brand products may contain Salmonella or extraneous material,2011-10-04,Salmonella,Extraneous Material,Class 2,Retail,"Alberta, British Columbia, Manitoba",Certain Gagan,Gagan Foods International Limited,Certain gagan
3400,4236,Certain Misty Harbour Seafood brand Soft Shell Clams may contain E. coli,2011-10-04,E. coli,Microbiological,Class 3,Retail and Hotel/Restaurant/Institutional,"New Brunswick, Ontario",Certain Misty Harbour Seafood,Misty Harbour Seafood,Certain misty harbour seafood
3401,4237,Certain Okanagan Spring brand Brewmaster's Black Lager is being recalled due to chemical residues,2011-10-04,Chemical residues,Chemical,Class 3,Retail,British Columbia,Certain Okanagan Spring,Okanagan Spring Brewery Ltd.,Brewmaster's black lager is being
3402,4243,Certain Brittles 'N More brand Peanut Brittle may contain pieces of glass,2011-10-03,Glass,Extraneous Material,Class 2,Retail,"British Columbia, Ontario, Quebec",Certain Brittles 'N More,Brittles 'N More Ltd.,Certain brittles 'n more
3403,4242,Certain Deep brand Amba Haldar (Fresh Turmeric) Pickle In Brine may contain pieces of glass,2011-10-03,Glass,Extraneous Material,Class 3,Retail,"Alberta, Manitoba, Ontario",Certain Deep,Deep Canada Inc.,Certain deep
3404,4244,Undeclared milk and/or wheat and gluten in certain PROLAB® Brand Protein Products,2011-10-02,"Milk ,, wheat , gluten",Allergen,Class 1,Retail,Ontario,,True North Nutrition Ltd.,Undeclared milk and/or wheat and gluten in certain prolab®
3405,4245,Various East Over brand fish is being recalled due to heavy metal (mercury),2011-09-30,Metal,Chemical,Class 3,Warehouse,"New Brunswick, Newfoundland and Labrador, Nova Scotia, Ontario, Prince Edward Island",Various East Over,Toppits Foods Ltd.,Fish is being
3406,4246,"Certain True Leaf Farms brand bagged, Chopped Romaine may contain Listeria monocytogenes",2011-09-30,Listeria monocytogenes,Microbiological,Class 1,Hotel/Restaurant/Institutional,Alberta,Certain True Leaf Farms,Northern Light Produce Network Ltd.,Certain true leaf farms
3407,4247,"Undeclared fish, shrimp, nuts and sesame In certain Kimchi products",2011-09-30,"Fish, shrimp, nuts , sesame",Allergen,Class 1,Retail,Retail,,"Alberta, British Columbia, Manitoba",Kimchi products
3408,4248,Certain Organic Grape Tomatoes may contain Salmonella bacteria,2011-09-29,Salmonella,Microbiological,Class 2,Retail,Ontario,,"Provincial Fruit Co.   Ltd., Discovery Organics",Salmonella bacteria
3409,4249,Certain Compliments brand Sensations Old-Style Smoked Ham may contain Listeria monocytogenes,2011-09-29,Listeria monocytogenes,Microbiological,Class 1,Retail,"Prince Edward Island, New Brunswick, Nova Scotia, Ontario, Quebec, Newfoundland and Labrador",Certain Compliments,Les Cuisines Gaspésiennes De Matane Ltée,Certain compliments
3410,4250,Undeclared milk in Solo Fruit brand Dark Chocolate Sorbet,2011-09-29,Milk,Allergen,Class 1,Retail,Nationally,Undeclared milk in Solo Fruit,Solo Fruit Inc.,Undeclared milk in solo fruit
3411,4251,Undeclared milk and peanuts in Erom Dr Hwang's Premium Soy Drink,2011-09-29,"Milk , peanuts",Allergen,Allergen,Retail,Nationally,,Retail,Erom dr hwang's premium soy drink
3412,4253,Undeclared sulphites in Maple Smell brand Dried Sweet Potato,2011-09-28,Sulphites,Allergen,Class 1,Retail,Ontario,Undeclared sulphites in Maple Smell,Summer Star Trading,Undeclared sulphites in maple smell
3413,4259,Undeclared soy in Red River brand Hot Cereal,2011-09-25,Soy,Allergen,Class 1,Retail,Nationally,Undeclared soy in Red River,Smucker Foods Of Canada Co.,Undeclared soy in red river
3414,4261,Certain Alkanater brand Tahina may contain Salmonella bacteria,2011-09-23,Salmonella,Microbiological,Class 2,Retail,Nationally,Certain Alkanater,Groupe Phoenicia Inc.,Certain alkanater
3415,4264,Certain Gatorade brand products are being recalled due to a microbiological issue,2011-09-21,A microbiological issue,Microbiological,Class 3,Retail,Nationally,Certain Gatorade,Pepsico Beverages Canada,Products are being
3416,4263,Certain Nexsoy brand Low-Fat Soy flour Non-GMO may contain Salmonella,2011-09-21,Salmonella,Microbiological,Class 2,Hotel/Restaurant/Institutional,Ontario,Certain Nexsoy,Debro Chemicals,Certain nexsoy
3417,4265,Undeclared milk in Nougat d'Or brand Honey Almond Nougat products,2011-09-20,Milk,Allergen,Class 2,Retail,"Alberta, British Columbia",Undeclared milk in Nougat d'Or,Asti Holdings Ltd.,Undeclared milk in nougat d'or
3418,4266,"Certain cantaloupes purchased at Food Basics store located on Sheppard Ave East, North York, Ontario may contain Salmonella bacteria",2011-09-19,Salmonella,Microbiological,Class 2,Retail,Ontario,,Metro Ontario Inc.,Salmonella bacteria
3419,4267,Certain Country Ribbon brand chicken bologna are recalled,2011-09-16,,Extraneous Material,Class 3,Retail,Newfoundland and Labrador,Certain Country Ribbon,Country Ribbon Inc.,Chicken bologna are
3420,4268,Undeclared egg in certain Hong Kong Zhi Zun Fu Gui brand Moon Cake,2011-09-15,Egg,Allergen,Class 3,Retail,Ontario,Undeclared egg in certain Hong Kong Zhi Zun Fu Gui,Five Continents International Ltd.,Undeclared egg in certain hong kong zhi zun fu gui
3421,4269,Undeclared milk in various European Market Bakery brand bread,2011-09-14,Milk,Allergen,Class 3,Retail,Ontario,Undeclared milk in various European Market Bakery,European Market Bakery,Undeclared milk in various european market bakery
3422,4270,Undeclared milk in certain Trojan brand Instant Fruit Latte in powder products,2011-09-14,Milk,Allergen,Class 1,Retail,British Columbia,Undeclared milk in certain Trojan,Kuo Hua Trading CompanyLtd.,Undeclared milk in certain trojan
3423,4271,Certain walnuts and walnut products may contain E. coli O157:H7 bacteria,2011-09-12,E. coli o157:h7,Microbiological,Class 1,Retail,Ontario,,"Galati Supermarkets, Chocolate Moose Fudge Factory, Your Community Grocer, Bloor Superfresh",E. coli o157:h7 bacteria
3424,4272,Certain walnuts and snack products may contain E. coli O157:H7 bacteria,2011-09-09,E. coli o157:h7,Microbiological,Class 1,Retail,Ontario,,"Garden Foods, Jubilee Fruit Market, The Pantry Bulk Food Store, Farmer's Daughter, Steelton Produce / RJ's Market, Smith's Market Inc., Pick Of The Crop, The Kitchen Table",E. coli o157:h7 bacteria
3425,4273,Undeclared milk and sulphites in various Tulipa Croissanteria Salao De Cha brand products,2011-09-08,"Milk , sulphites",Allergen,Class 3,Retail,Ontario,Undeclared milk and sulphites in various Tulipa Croissanteria Salao De Cha,Tulipa Croissanteria & Salao De Cha,Undeclared milk and sulphites in various tulipa croissanteria salao de cha
3426,4275,Undeclared peanuts in certain Korean Snack (Gosoa) product,2011-09-08,Peanuts,Allergen,Class 2,Retail,"Alberta, British Columbia, Ontario",,Uncle T Food Ltd.,Korean snack (gosoa) product
3427,4277,"Certain bulk walnuts, prepackaged nuts and snack products may contain E. coli O157:H7 bacteria",2011-09-07,E. coli o157:h7,Microbiological,Class 1,Retail,Nationally,,"Les Aliments Johnvince Foods, Picard Foods, M&L Gourmet Enterprises Inc.",E. coli o157:h7 bacteria
3428,4276,Undeclared peanuts in certain Sweet Potato Shape Snack and Turbinate Shape Snack products,2011-09-07,Peanuts,Allergen,Class 2,Retail,"Alberta, British Columbia, Ontario",,Uncle T Food Ltd.,Sweet potato shape snack and turbinate shape snack products
3429,4278,Certain bulk and prepackaged raw shelled walnuts may contain E. coli O157:H7 bacteria,2011-09-06,E. coli o157:h7,Microbiological,Class 1,Retail,Nationally,,Les Aliments Johnvince Foods,E. coli o157:h7 bacteria
3430,4279,Undeclared milk in Guenther's brand Multigrain Cookies,2011-09-02,Milk,Allergen,Class 2,Retail,Ontario,Undeclared milk in Guenther's,Guenther's Bakery Ltd.,Undeclared milk in guenther's
